customer_id,crm_account_no,sap_customer_code,customer_name,outlet_type,channel,region,state,city,territory,route_code,sales_rep_id,assigned_sales_rep,distributor_id,phone,email,address,gps_lat,gps_lng,account_status,customer_grade,credit_limit,payment_terms,date_created,last_visit_date,last_order_date,cooler_asset_tag,tin_no
CUST00014,CRM-10014,BP500014,Topline Express Retail,Provision Store,General Trade,South South Region,Edo,Ugbowo,Ugbowo Route 2,EDO-02-02,SR0082,Joy Musa,DIST008,09061705949,,"197 Depot Road, Ugbowo",6.004597,4.114657,Active,C,250000,30 Days,2024-02-13,2026-03-24,2026-04-29,COOL-3868,
CUST00015,CRM-10015,BP500015,Quality One Mini-Mart,National Chain,Key Account,South South Region,Rivers,Oyigbo,Oyigbo Route 1,RIV-06-01,SR0023,Ade Ajayi,DIST035,08109998051,quality.one.mini-mart@outlook.com,"50 Depot Road, Oyigbo",5.361368,6.509372,Active,C,2000000,14 Days,2025-12-09,2026-02-04,2026-04-02,COOL-6523,
CUST00016,CRM-10016,BP500016,City Express Kitchen,Hotel,HORECA,North West Region,Kaduna,Barnawa,Barnawa Route 1,KAD-02-01,SR0073,Ibrahim Umar,DIST043,09038506113,city.express.kitchen@yahoo.com,"78 Trade Road, Barnawa",10.686701,6.583481,Active,C,250000,7 Days,2025-02-24,2026-04-25,2026-05-09,COOL-2936,
CUST00017,CRM-10017,BP500017,Green Express Provision,Kiosk,General Trade,South South Region,Rivers,Bonny,Bonny Route 1,,SR0021,Funmi Usman,DIST068,08163294493,,"115 Palm Road, Bonny",6.107532,3.374893,Active,C,50000,Cash,2024-03-23,2026-06-02,2026-05-28,,
CUST00018,CRM-10018,BP500018,Choice One Plaza,Supermarket,Modern Trade,North West Region,Kaduna,Barnawa,Barnawa Route 2,KAD-02-02,SR0074,Deborah Oyedepo,DIST003,08066748401,,"102 Station Road, Barnawa",11.163911,11.944373,Active,C,250000,Cash,2023-04-29,2026-04-29,2026-05-11,,99090477-9649
CUST00019,CRM-10019,BP500019,New Life Express Supermarket,Open Market Retailer,General Trade,South East Region,Enugu,New Haven,New Haven Route 1,ENU-02-01,SR0049,Chinedu Onyeka,DIST069,07068181931,new.life.express.supermar@yahoo.com,"98 School Road, New Haven",5.195024,9.026966,Active,B,1000000,30 Days,2023-02-16,2026-04-29,2026-05-19,,84780210-5707
CUST00020,CRM-10020,BP500020,Diamond Global Mart,Mini-Mart,General Trade,South East Region,Enugu,Abakpa,Abakpa Route 2,ENU-03-02,SR0052,Ade Ojo,DIST039,,diamond.global.mart@yahoo.com,"71 Market Road, Abakpa",5.813436,10.81917,Active,C,1000000,Cash,2023-10-21,2026-02-26,2026-03-22,,
CUST00021,CRM-10021,BP500021,Market Prime Plaza,Fuel Station Chain,Key Account,Lagos Region,Lagos,Lekki,Lekki Route 1,LAG-04-01,SR0007,Blessing Ogunleye,DIST072,09034215228,market.prime.plaza@yahoo.com,"136 Airport Road, Lekki",5.476838,4.223979,Active,B,1000000,Cash,2023-04-29,2026-04-16,2026-05-24,,
CUST00022,CRM-10022,BP500022,Beta One Lounge,Hotel,HORECA,North West Region,Kano,Fagge,Fagge Route 1,KAN-04-01,SR0069,Khalid Nwosu,DIST025,07066008562,beta.one.lounge@yahoo.com,"190 Depot Road, Fagge",10.809084,12.006614,Active,D,150000,7 Days,2024-11-12,2026-01-04,2026-05-13,,
CUST00023,CRM-10023,BP500023,New Life Plus Outlet,Hypermarket,Modern Trade,North Central Region,FCT,Kubwa,Kubwa Route 1,FCT-04-01,SR0031,Damilola Olumide,DIST073,07063254094,new.life.plus.outlet@outlook.com,"57 Airport Road, Kubwa",7.082721,10.539174,Dormant,C,0,14 Days,2025-01-29,2026-04-16,2026-05-08,,25259374-7747
CUST00024,CRM-10024,BP500024,City Express Bar,Open Market Retailer,General Trade,South West Region,Oyo,Mokola,Mokola Route 2,OYO-05-02,SR0046,Femi Akpan,DIST048,08035808001,city.express.bar@yahoo.com,"16 Trade Road, Mokola",10.252416,7.482738,Active,D,2000000,7 Days,2023-11-06,2026-02-25,2026-04-28,COOL-9719,
CUST00025,CRM-10025,BP500025,Unity Wholesale,Kiosk,General Trade,Lagos Region,Lagos,Ikeja,Ikeja Route 2,LAG-01-02,SR0002,Ebere Nwosu,DIST011,09138689101,unity.wholesale@yahoo.com,"96 Express Road, Ikeja",5.617995,4.167398,Active,C,1000000,Cash,2024-05-31,2026-03-10,2026-03-29,,96043467-0863
CUST00026,CRM-10026,BP500026,Grace Express Restaurant,Major Distributor,Distributor,South South Region,Rivers,Port Harcourt,Port Harcourt Route 1,RIV-01-01,SR0013,Mary Adebayo,DIST010,07034009850,grace.express.restaurant@outlook.com,"42 Trade Road, Port Harcourt",5.180944,7.006323,Active,C,1000000,30 Days,2024-02-29,2026-02-06,2026-03-28,,
CUST00027,CRM-10027,BP500027,Corner Beverage,Restaurant,HORECA,South South Region,Abuja,Trans-Amadi,Trans-Amadi Route 2,RIV-03-02,SR0018,Joy Oyedepo,DIST071,08064837937,corner.beverage@gmail.com,"97 Express Road, Trans-Amadi",5.071476,5.812201,Active,C,500000,14 Days,2025-07-11,2026-02-28,2026-05-26,,02371330-9471
CUST00028,CRM-10028,BP500028,Unity Plus Bar,Open Market Retailer,General Trade,Lagos Region,Lagos,Yaba,Yaba Route 2,LAG-00-00,SR0012,Aisha Ajayi,DIST049,09031055780,,"44 Airport Road, Yaba",5.237838,4.288353,Active,B,100000,Cash,2023-06-23,2026-03-04,2026-05-09,COOL-5911,
CUST00029,CRM-10029,BP500029,Swift Plus Enterprises,Mini-Mart,General Trade,Lagos Region,Lagos,Apapa,Apapa Route 2,LAG-05-02,SR0010,Khalid Lawal,DIST078,07031139368,notavailable,"178 School Road, Apapa",5.658019,3.852659,Active,C,500000,Cash,2025-05-31,2026-03-18,2026-05-23,,
CUST00030,CRM-10030,BP500030,New Life One Lounge,Bar/Lounge,HORECA,North West Region,Kaduna,Barnawa,Barnawa Route 2,KAD-02-02,SR0074,Deborah Oyedepo,DIST053,08181555659,,"173 Hospital Road, Barnawa",7.709814,8.710678,Inactive,B,50000,Cash,2024-03-05,2025-05-30,2026-04-23,,
CUST00031,CRM-10031,BP500031,Blessed Plus Mini-Mart,Fuel Station Chain,Key Account,South East Region,Abia,Umuahia,Umuahia Rte 2,ABI-02-02,SR0058,Daniel Hassan,DIST073,09139840978,blessed.plus.mini-mart@gmail.com,"166 Express Road, Umuahia",6.633622,8.920656,Active,C,0,Cash,2024-05-23,2026-02-12,2026-04-01,COOL-4637,
CUST00032,CRM-10032,BP500032,Blessed One Hotel,Shopping Mall,Modern Trade,North West Region,Kano,Tarauni,Tarauni Route 1,KAN-03-01,SR0067,Omotola Onyeka,DIST040,08183755301,,"88 Hospital Road, Tarauni",10.999777,10.304138,Dormant,B,500000,Cash,2023-06-25,2026-02-06,2026-04-22,,
CUST00033,CRM-10033,BP500033,Alpha Express Retail,Provision Store,General Trade,Lagos Region,Lagos,Apapa,Apapa Route 1,LAG-05-01,SR0009,Mary Oyedepo,DIST051,08066192115,,"8 Trade Road, Apapa",6.466195,5.15796,Active,C,1000000,Cash,2025-04-09,2026-02-17,2026-05-24,COOL-5560,
CUST00034,CRM-10034,BP500034,City Prime Beverage,Shopping Mall,Modern Trade,Lagos Region,Lagos,Apapa,Apapa Route 1,LAG-05-01,SR0009,Mary Oyedepo,DIST018,08134285656,city.prime.beverage@gmail.com,"81 Depot Road, Apapa",5.177145,3.561355,Active,C,50000,Cash,2025-07-26,2026-03-18,2026-05-04,,
CUST00035,CRM-10035,BP500035,Fresh Express Bar,Mini-Mart,General Trade,North West Region,Kaduna,Barnawa,Barnawa Route 2,KAD-02-02,SR0074,Deborah Oyedepo,DIST072,07069112186,fresh.express.bar@outlook.com,"130 Hospital Road, Barnawa",9.086585,10.089599,Inactive,C,1000000,Cash,2025-09-19,2025-04-10,2026-05-24,COOL-1505,
CUST00036,CRM-10036,BP500036,Grace Prime Bar,Kiosk,General Trade,North Central Region,FCT,Maitama,Maitama Route 1,FCT-03-01,SR0029,Ade Adebayo,DIST055,08107574552,grace.prime.bar@outlook.com,"27 School Road, Maitama",8.518316,13.794982,Active,C,150000,Cash,2023-03-27,2026-05-20,2026-03-19,,
CUST00037,CRM-10037,BP500037,Everyday Express Fast Food,Hotel,HORECA,South South Region,Rivers,Rumuokuta,Rumuokuta Route 2,RIV-02-02,SR0016,Ruth Umar,DIST074,08188646788,everyday.express.fast.foo@outlook.com,"69 Palm Road, Rumuokuta",6.670977,6.260637,Active,A,250000,30 Days,2023-12-11,2026-03-16,2026-05-23,,
CUST00038,CRM-10038,BP500038,Green Global Trading,Major Distributor,Distributor,North Central Region,FCT,Asokoro,Asokoro Route 2,FCT-06-02,SR0036,Ngozi Eze,DIST015,,,"125 Creek Road, Asokoro",9.967973,12.843027,Active,D,5000000,Cash,2023-06-04,2026-04-14,2026-01-24,,
CUST00039,CRM-10039,BP500039,Market One Bar,Provision Store,General Trade,South East Region,Anambra,Awka,Awka Route 2,ANA-02-02,SR0090,Damilola Onyeka,DIST003,08139843251,,"32 Airport Road, Awka",5.582572,6.504934,Active,D,2000000,Cash,2023-04-10,2026-01-26,2026-05-23,,61926239-1336
CUST00040,CRM-10040,BP500040,Green Provision,Provision Store,General Trade,North Central Region,FCT,Maitama,Maitama Route 2,FCT-03-02,SR0030,Femi Akpan,DIST012,08134126068,,"188 Depot Road, Maitama",7.526328,9.1832,Active,B,1000000,Cash,2025-09-05,2026-02-28,2026-05-20,,
CUST00041,CRM-10041,BP500041,Prime Plus Plaza,Institution,Key Account,South South Region,Edo,GRA Benin,GRA Benin Route 1,EDO-03-01,SR0083,Tunde Etim,DIST076,08036132796,,"187 Express Road, GRA Benin",5.403071,5.061066,Active,C,50000,Cash,2023-06-27,2026-02-05,2026-05-24,,67290882-6136
CUST00042,CRM-10042,BP500042,Grace Express Enterprises,Supermarket,Modern Trade,North Central Region,FCT,Kubwa,Kubwa Route 1,FCT-04-01,SR0031,Damilola Olumide,DIST076,07030803338,,"18 Market Road, Kubwa",8.337145,6.790736,Active,A,0,14 Days,2023-12-20,2026-01-19,2026-02-11,,
CUST00043,CRM-10043,BP500043,Green Mini-Mart,Caterer,HORECA,North West Region,Kano,Sabon Gari,Sabon Gari Route 1,KAN-02-01,SR0065,Sadiq Akinola,DIST008,07065623528,green.mini-mart@outlook.com,"63 Depot Road, Sabon Gari",11.715602,7.346702,Active,C,150000,Cash,2023-05-16,2026-04-22,2026-05-21,,
CUST00044,CRM-10044,BP500044,Green Global Stores,Mini-Mart,General Trade,South South Region,Rivers,Oyigbo,Oyigbo Route 1,RIV-06-01,SR0023,Ade Ajayi,DIST035,09069577117,green.global.stores@outlook.com,"135 Depot Road, Oyigbo",5.225899,7.680243,Active,C,1000000,Cash,2023-08-30,2026-03-27,2026-04-08,,81178617-0800
CUST00045,CRM-10045,BP500045,City Plus Mart,Mini-Mart,General Trade,South East Region,Enugu,Enugu,Enugu Route 1,ENU-01-01,SR0047,Tope Hassan,DIST060,07064347203,city.plus.mart@gmail.com,"73 Station Road, Enugu",5.354602,10.537567,Active,A,50000,Cash,2025-11-22,2026-04-13,2026-04-26,,64547197-2042
CUST00046,CRM-10046,BP500046,Choice Express Stores,Restaurant,HORECA,South West Region,Oyo,Mokola,Mokola Route 1,OYO-05-01,SR0045,Ngozi Adebayo,DIST048,09038715240,choice.express.stores@yahoo.com,"118 Depot Road, Mokola",9.96193,5.426053,Active,C,1000000,Cash,2023-07-10,2026-03-01,2026-05-28,,61289383-4291
CUST00047,CRM-10047,BP500047,City One Outlet,Provision Store,General Trade,North West Region,Kaduna,Kawo,Kawo Route 1,KAD-03-01,SR0075,Sadiq Obi,DIST019,,city.one.outlet@yahoo.com,"24 School Road, Kawo",11.93884,9.392585,Active,A,500000,Cash,2024-09-15,2026-02-25,2026-05-04,,98550171-0721
CUST00048,CRM-10048,BP500048,Blessed Prime Fast Food,Provision Store,General Trade,South East Region,Enugu,Abakpa,Abakpa Route 2,ENU-03-02,SR0052,Ade Ojo,DIST051,08060094198,blessed.prime.fast.food@outlook.com,"128 Market Road, Abakpa",5.465459,9.614647,Active,C,1000000,30 Days,2025-08-02,2026-02-13,2026-05-21,COOL-8307,
CUST00049,CRM-10049,BP500049,Value One Wholesale,Hotel,HORECA,Lagos Region,Lagos,Ajah,Ajah Route 1,LAG-03-01,SR0005,Grace Bello,DIST070,09038403467,value.one.wholesale@yahoo.com,"201 Hospital Road, Ajah",5.388068,5.715125,Active,B,2000000,Cash,2023-02-09,2026-04-02,2026-05-16,COOL-4588,82843521-2257
CUST00050,CRM-10050,BP500050,Blessed Prime Mini-Mart,Hotel,HORECA,Lagos Region,Lagos,Lekki,Lekki Route 2,LAG-04-02,SR0008,Chidi Umar,DIST023,08101586907,blessed.prime.mini-mart@yahoo.com,"126 Market Road, Lekki",4.880515,4.116592,Active,B,250000,Cash,2024-01-21,2026-05-19,2026-05-07,COOL-4300,
CUST00051,CRM-10051,BP500051,Beta Global Stores,Bar/Lounge,HORECA,South West Region,Oyo,Dugbe,Dugbe Route 2,OYO-04-02,SR0044,Sarah Hassan,DIST021,07037115307,,"188 Express Road, Dugbe",11.038397,7.611178,Active,C,100000,Cash,2024-11-20,2026-03-24,2026-05-21,,
CUST00052,CRM-10052,BP500052,Best Global Fast Food,Hotel,HORECA,South South Region,Edo,Benin City,Benin City Route 1,EDO-01-01,SR0079,Tope Onyeka,DIST064,09033617993,best.global.fast.food@gmail.com,"37 Creek Road, Benin City",6.190687,4.14238,Active,D,50000,Cash,2024-10-13,2026-06-13,2026-04-05,,76842202-1037
CUST00053,CRM-10053,BP500053,New Life Plus Beverage,Sub-Distributor,Distributor,South South Region,Rivers,Bonny,Bonny Route 2,RIV-05-02,SR0022,Chinedu Afolabi,DIST006,09031486610,new.life.plus.beverage@gmail.com,"97 Airport Road, Bonny",6.16397,5.625822,Active,D,5000000,Cash,2024-10-14,2026-01-27,2026-05-17,,
CUST00054,CRM-10054,BP500054,Value Plus Foods,Caterer,HORECA,South East Region,Abia,Osisioma,Osisioma Rte 2,ABI-04-02,SR0062,Deborah Etim,DIST051,09031121677,value.plus.foods@outlook.com,"147 Palm Road, Osisioma",6.379709,7.621207,Active,C,0,Cash,2024-09-01,2026-01-25,2026-03-02,,
CUST00055,CRM-10055,BP500055,Alpha Global Restaurant,Supermarket,Modern Trade,North West Region,Kaduna,Sabon Tasha,Sabon Tasha Route 1,KAD-04-01,SR0077,Mary Obi,DIST048,07062083346,alpha.global.restaurant@gmail.com,"48 Hospital Road, Sabon Tasha",7.227546,9.710105,Active,B,1000000,30 Days,2025-03-04,2026-04-05,2026-05-26,,60684720-3596
CUST00056,CRM-10056,BP500056,Fresh Wholesale,Supermarket,Modern Trade,South East Region,Abia,Osisioma,Osisioma Route 1,ABI-04-01,SR0061,Chidi Mohammed,DIST025,09039759866,fresh.wholesale@gmail.com,"33 Market Road, Osisioma",5.54675,13.714444,Inactive,C,150000,45 Days,2025-07-08,2025-03-27,2026-04-25,,
CUST00057,CRM-10057,BP500057,Prime Plus Mini-Mart,Provision Store,General Trade,North Central Region,FCT,Gwarinpa,Gwarinpa Route 2,FCT-05-02,SR0034,Peter Afolabi,DIST014,09035859075,,"145 Depot Road, Gwarinpa",11.007303,12.832569,Active,D,50000,30 Days,2023-11-03,2026-05-26,2026-05-15,COOL-8955,
CUST00058,CRM-10058,BP500058,New Life Plus Trading,Kiosk,General Trade,South East Region,Abia,Osisioma,Osisioma Route 1,ABI-04-01,SR0061,Chidi Mohammed,DIST036,07036438604,new.life.plus.trading@outlook.com,"216 Hospital Road, Osisioma",6.41647,11.49942,Dormant,D,250000,Cash,2023-02-11,2026-03-19,2026-04-03,,
CUST00059,CRM-10059,BP500059,Ace Global Supermarket,Open Market Retailer,General Trade,South West Region,River,Challenge,Challenge Route 2,OYO-03-02,SR0042,Uche Ojo,DIST023,09062877885,ace.global.supermarket@yahoo.com,"50 School Road, Challenge",11.268581,4.197553,Active,C,0,30 Days,2025-11-03,2026-02-04,2026-05-10,,85610351-8531
CUST00060,CRM-10060,BP500060,Victory One Stores,Restaurant,HORECA,North Central Region,FCT,Gwarinpa,Gwarinpa Route 2,FCT-05-02,SR0034,Peter Afolabi,DIST077,08031598662,test@test,"206 Market Road, Gwarinpa",8.141227,10.94091,Active,D,100000,14 Days,2023-01-19,2026-02-03,2026-04-26,,88423565-0998
CUST00061,CRM-10061,BP500061,Victory One Provision,Bar/Lounge,HORECA,North West Region,Kaduna,Kaduna,Kaduna Route 2,KAD-01-02,SR0072,Hassan Akinola,DIST041,08063232696,victory.one.provision@yahoo.com,"175 Airport Road, Kaduna",10.678544,11.284424,Active,D,1000000,Cash,2024-05-07,2026-06-03,2026-01-25,,
CUST00062,CRM-10062,BP500062,Quality Prime Restaurant,Shopping Mall,Modern Trade,Lagos Region,Lagos,Ajah,Ajah Route 1,LAG-03-01,SR0005,Grace Bello,DIST043,08136649331,quality.prime.restaurant@yahoo.com,"168 Depot Road, Ajah",5.144507,4.071974,Active,D,100000,Cash,2025-08-22,2026-03-08,2026-05-27,,
CUST00063,CRM-10063,BP500063,Fresh Express Mart,Provision Store,General Trade,North West Region,Kaduna,Kawo,Kawo Route 1,,SR0075,Sadiq Obi,DIST053,07035641165,,"146 Hospital Road, Kawo",7.730443,12.795476,Active,B,500000,Cash,2023-11-05,2026-02-21,2026-05-13,,
CUST00064,CRM-10064,BP500064,Delight Global Lounge,Restaurant,HORECA,South West Region,Oyo,Challenge,Challenge Route 1,OYO-03-01,SR0041,Ifeanyi Eze,DIST048,08105177144,,"4 Creek Road, Challenge",10.859923,5.548962,Inactive,A,150000,Cash,2025-02-24,2025-01-20,2026-05-21,,83153009-4554
CUST00065,CRM-10065,BP500065,Fresh Global Beverage,Event Vendor,Key Account,South East Region,Anambra,Onitsha,Onitsha Route 2,ANA-01-02,SR0088,Musa Chukwu,DIST069,08109942717,fresh.global.beverage@yahoo.com,"160 Market Road, Onitsha",5.887848,6.850111,Active,B,250000,30 Days,2023-03-18,2026-06-13,2026-03-27,COOL-2897,
CUST00066,CRM-10066,BP500066,Fresh Global Trading,Kiosk,General Trade,South East Region,Enugu,New Haven,New Haven Route 1,ENU-02-01,SR0049,Chinedu Onyeka,DIST064,07066366261,fresh.global.trading@gmail.com,"51 Trade Road, New Haven",5.099499,8.419856,Active,C,50000,Cash,2023-08-30,2026-01-30,2026-05-09,,04293069-8610
CUST00067,CRM-10067,BP500067,Sunrise One Hotel,Provision Store,General Trade,North West Region,Kano,Sabon Gari,Sabon Gari Route 2,KAN-02-02,SR0066,Ebere Usman,DIST022,,,"85 Creek Road, Sabon Gari",11.562091,13.472151,Active,B,100000,14 Days,2023-07-14,2026-01-03,2026-05-08,,14486448-1179
CUST00068,CRM-10068,BP500068,Market Express Fast Food,Open Market Retailer,General Trade,South South Region,Rivers,Bonny,Bonny Route 1,RIV-05-01,SR0021,Funmi Usman,DIST006,09061330689,market.express.fast.food@yahoo.com,"17 Station Road, Bonny",6.009947,3.059329,Active,D,2000000,Cash,2025-09-26,2026-04-16,2026-05-05,,
CUST00069,CRM-10069,BP500069,Corner Express Plaza,Event Vendor,Key Account,North Central Region,FCT,Maitama,Maitama Route 1,FCT-03-01,SR0029,Ade Adebayo,DIST022,07030623638,corner.express.plaza@gmail.com,"20 Hospital Road, Maitama",8.635232,8.915532,Active,B,2000000,Cash,2023-11-18,2026-05-01,2026-05-11,,
CUST00070,CRM-10070,BP500070,Market One Fast Food,Open Market Retailer,General Trade,North Central Region,FCT,Kubwa,Kubwa Route 1,FCT-04-01,SR0031,Damilola Olumide,DIST059,08068414614,market.one.fast.food@gmail.com,"88 Creek Road, Kubwa",11.209086,12.461097,Active,D,150000,Cash,2024-09-15,2026-05-24,2026-05-14,,
CUST00071,CRM-10071,BP500071,Mega Express Provision,Caterer,HORECA,South East Region,Anambra,Nnewi,Nnewi Route 2,ANA-03-02,SR0092,Damilola Etim,DIST025,08130367531,mega.express.provision@yahoo.com,"31 Express Road, Nnewi",5.131179,12.519245,Active,B,150000,Cash,2025-04-18,2026-03-07,2026-05-23,,66184559-0754
CUST00072,CRM-10072,BP500072,Diamond Express Foods,Shopping Mall,Modern Trade,North West Region,Kaduna,Kawo,Kawo Route 1,KAD-03-01,SR0075,Sadiq Obi,DIST038,07031816638,,"116 Airport Road, Kawo",7.704718,10.898428,Inactive,D,500000,Cash,2024-05-23,2025-07-23,2026-05-20,,
CUST00073,CRM-10073,BP500073,Everyday Plus Restaurant,Hotel,HORECA,South West Region,Oyo,Challenge,Challenge Route 1,OYO-03-01,SR0041,Ifeanyi Eze,DIST069,08166917915,everyday.plus.restaurant@outlook.com,"74 Express Road, Challenge",11.122354,5.509104,Active,A,1000000,Cash,2024-12-22,2026-05-03,2026-05-14,,71228627-0818
CUST00074,CRM-10074,BP500074,Value One Bar,Wholesale Depot,Distributor,North West Region,Kaduna,Kaduna,Kaduna Route 2,KAD-01-02,SR0072,Hassan Akinola,DIST028,08135766034,value.one.bar@outlook.com,"200 Hospital Road, Kaduna",11.232916,13.153851,Inactive,C,12000000,7 Days,2023-04-21,2025-05-09,2026-05-10,,
CUST00075,CRM-10075,BP500075,Victory Global Outlet,Mini-Mart,General Trade,North West Region,Kaduna,Sabon Tasha,Sabon Tasha Route 2,UNKNOWN,SR0078,Esther Nwosu,DIST020,07060971022,victory.global.outlet@yahoo.com,"11 Airport Road, Sabon Tasha",11.736004,10.857226,Active,C,2000000,7 Days,2024-06-06,2026-03-26,2026-05-24,,75075957-1543
CUST00076,CRM-10076,BP500076,Golden Global Wholesale,Bar/Lounge,HORECA,North Central Region,FCT,Garki,Garki Route 2,FCT-02-02,SR0028,Femi Bello,DIST033,07035989064,golden.global.wholesale@yahoo.com,"139 Station Road, Garki",7.125999,10.273135,Inactive,C,1000000,Cash,2024-10-19,2025-02-28,2026-05-07,,
CUST00077,CRM-10077,BP500077,Choice Plaza,Major Distributor,Distributor,South West Region,Oyo,Ibadan,Ibadan Route 2,OYO-01-02,SR0038,John Oyedepo,DIST001,08061950067,,"118 Creek Road, Ibadan",7.19322,3.351591,Active,B,2500000,Cash,2024-02-26,2026-04-22,2026-05-18,COOL-4729,
CUST00078,CRM-10078,BP500078,Topline Retail,Open Market Retailer,General Trade,South East Region,Enugu,Independence Layout,Independence Layout Route 1,ENU-04-01,SR0053,Chioma Adeyemi,DIST078,09036566757,topline.retail@gmail.com,"23 Station Road, Independence Layout",6.230548,9.695036,Active,C,250000,7 Days,2025-10-26,2026-03-16,2026-05-01,,
CUST00079,CRM-10079,BP500079,Value Prime Trading,Bar/Lounge,HORECA,South South Region,Rivers,Trans-Amadi,Trans-Amadi Route 2,RIV-03-02,SR0018,Joy Oyedepo,DIST069,07068986908,,"141 Depot Road, Trans-Amadi",5.309382,6.591824,Active,D,1000000,Cash,2023-01-11,2026-06-02,2026-05-27,,
